product_name,size,milk,serv_size_m_l,calories,total_carbs_g,sugar_g,caffeine_mg,sugar_per_100ml
Espresso Frappuccino Light,tall,nonfat,354,80,17,16,125,4.52
Espresso Frappuccino Light,grande,nonfat,473,120,26,24,155,5.07
Espresso Frappuccino Light,venti,nonfat,709,160,35,34,150,4.8
Java Chip Light Frappuccino,tall,nonfat,354,160,30,27,75,7.63
Java Chip Light Frappuccino,grande,nonfat,473,230,43,39,110,8.25
Java Chip Light Frappuccino,venti,nonfat,709,300,58,52,140,7.33
Mocha Light Frappuccino,tall,nonfat,354,120,24,23,70,6.5
Mocha Light Frappuccino,grande,nonfat,473,160,33,30,95,6.34
Mocha Light Frappuccino,venti,nonfat,709,220,46,42,130,5.92
Blended Strawberry Lemonade,tall,none,354,160,40,39,0,11.02
Blended Strawberry Lemonade,grande,none,473,200,52,50,0,10.57
Blended Strawberry Lemonade,venti,none,709,280,71,69,0,9.73
Chai Crème Frappuccino Blended,tall,nonfat,354,140,33,32,20,9.04
Chai Crème Frappuccino Blended,tall,nonfat,354,230,35,34,20,9.6
Chai Crème Frappuccino Blended,tall,2% milk,354,160,32,32,20,9.04
Chai Crème Frappuccino Blended,tall,2% milk,354,240,35,34,20,9.6
Chai Crème Frappuccino Blended,tall,whole,354,170,32,32,20,9.04
Chai Crème Frappuccino Blended,tall,whole,354,250,35,34,20,9.6
Chai Crème Frappuccino Blended,tall,soy,354,150,31,29,20,8.19
Chai Crème Frappuccino Blended,tall,soy,354,230,33,31,20,8.76
Chai Crème Frappuccino Blended,tall,coconut,354,140,31,30,20,8.47
Chai Crème Frappuccino Blended,tall,coconut,354,220,33,32,20,9.04
Chai Crème Frappuccino Blended,grande,nonfat,473,210,49,48,40,10.15
Chai Crème Frappuccino Blended,grande,nonfat,473,330,53,50,40,10.57
Chai Crème Frappuccino Blended,grande,2% milk,473,230,49,48,40,10.15
Chai Crème Frappuccino Blended,grande,2% milk,473,350,52,50,40,10.57
Chai Crème Frappuccino Blended,grande,whole,473,250,49,48,40,10.15
Chai Crème Frappuccino Blended,grande,whole,473,360,52,50,40,10.57
Chai Crème Frappuccino Blended,grande,soy,473,220,47,45,40,9.51
Chai Crème Frappuccino Blended,grande,soy,473,340,50,47,40,9.94
Chai Crème Frappuccino Blended,grande,coconut,473,210,47,46,40,9.73
Chai Crème Frappuccino Blended,grande,coconut,473,330,50,49,40,10.36
Chai Crème Frappuccino Blended,venti,nonfat,709,290,66,65,40,9.17
Chai Crème Frappuccino Blended,venti,nonfat,709,410,70,67,45,9.45
Chai Crème Frappuccino Blended,venti,2% milk,709,330,66,65,45,9.17
Chai Crème Frappuccino Blended,venti,2% milk,709,440,69,67,45,9.45
Chai Crème Frappuccino Blended,venti,whole,709,350,66,65,45,9.17
Chai Crème Frappuccino Blended,venti,whole,709,460,69,67,45,9.45
Chai Crème Frappuccino Blended,venti,soy,709,300,63,60,45,8.46
Chai Crème Frappuccino Blended,venti,soy,709,420,66,62,45,8.74
Chai Crème Frappuccino Blended,venti,coconut,709,290,63,61,45,8.6
Chai Crème Frappuccino Blended,venti,coconut,709,400,66,64,45,9.03
Double Chocolaty Chip Crème Frappuccino Blended,tall,nonfat,354,200,39,36,10,10.17
Double Chocolaty Chip Crème Frappuccino Blended,tall,nonfat,354,280,42,39,10,11.02
Double Chocolaty Chip Crème Frappuccino Blended,tall,2% milk,354,210,38,35,10,9.89
Double Chocolaty Chip Crème Frappuccino Blended,tall,2% milk,354,300,42,38,10,10.73
Double Chocolaty Chip Crème Frappuccino Blended,tall,whole,354,220,38,35,10,9.89
Double Chocolaty Chip Crème Frappuccino Blended,tall,whole,354,310,42,38,10,10.73
Double Chocolaty Chip Crème Frappuccino Blended,tall,soy,354,200,37,33,10,9.32
Double Chocolaty Chip Crème Frappuccino Blended,tall,soy,354,290,40,36,10,10.17
Double Chocolaty Chip Crème Frappuccino Blended,tall,coconut,354,200,37,34,10,9.6
Double Chocolaty Chip Crème Frappuccino Blended,tall,coconut,354,280,41,37,10,10.45
Double Chocolaty Chip Crème Frappuccino Blended,grande,nonfat,473,270,53,49,15,10.36
Double Chocolaty Chip Crème Frappuccino Blended,grande,nonfat,473,390,58,52,15,10.99
Double Chocolaty Chip Crème Frappuccino Blended,grande,2% milk,473,290,53,49,15,10.36
Double Chocolaty Chip Crème Frappuccino Blended,grande,2% milk,473,410,57,52,15,10.99
Double Chocolaty Chip Crème Frappuccino Blended,grande,whole,473,300,53,49,15,10.36
Double Chocolaty Chip Crème Frappuccino Blended,grande,whole,473,420,57,52,15,10.99
Double Chocolaty Chip Crème Frappuccino Blended,grande,soy,473,270,51,45,15,9.51
Double Chocolaty Chip Crème Frappuccino Blended,grande,soy,473,400,55,49,15,10.36
Double Chocolaty Chip Crème Frappuccino Blended,grande,coconut,473,270,51,46,15,9.73
Double Chocolaty Chip Crème Frappuccino Blended,grande,coconut,473,390,56,51,15,10.78
Double Chocolaty Chip Crème Frappuccino Blended,venti,nonfat,709,360,71,66,20,9.31
Double Chocolaty Chip Crème Frappuccino Blended,venti,nonfat,709,480,76,69,20,9.73
Double Chocolaty Chip Crème Frappuccino Blended,venti,2% milk,709,390,71,65,20,9.17
Double Chocolaty Chip Crème Frappuccino Blended,venti,2% milk,709,510,76,69,20,9.73
Double Chocolaty Chip Crème Frappuccino Blended,venti,whole,709,410,71,65,20,9.17
Double Chocolaty Chip Crème Frappuccino Blended,venti,whole,709,540,76,69,20,9.73
Double Chocolaty Chip Crème Frappuccino Blended,venti,soy,709,370,68,61,20,8.6
Double Chocolaty Chip Crème Frappuccino Blended,venti,soy,709,490,72,64,20,9.03
Double Chocolaty Chip Crème Frappuccino Blended,venti,coconut,709,360,68,62,20,8.74
Double Chocolaty Chip Crème Frappuccino Blended,venti,coconut,709,480,73,67,20,9.45
Green Tea Crème Frappuccino Blended,tall,nonfat,354,210,47,46,50,12.99
Green Tea Crème Frappuccino Blended,tall,nonfat,354,290,50,48,50,13.56
Green Tea Crème Frappuccino Blended,tall,2% milk,354,230,47,46,50,12.99
Green Tea Crème Frappuccino Blended,tall,2% milk,354,310,50,48,50,13.56
Green Tea Crème Frappuccino Blended,tall,whole,354,240,47,46,50,12.99
Green Tea Crème Frappuccino Blended,tall,whole,354,320,50,48,50,13.56
Green Tea Crème Frappuccino Blended,tall,soy,354,220,46,44,50,12.43
Green Tea Crème Frappuccino Blended,tall,soy,354,300,48,45,50,12.71
Green Tea Crème Frappuccino Blended,tall,coconut,354,210,46,44,50,12.43
Green Tea Crème Frappuccino Blended,tall,coconut,354,290,48,47,50,13.28
Green Tea Crème Frappuccino Blended,grande,nonfat,473,280,64,63,70,13.32
Green Tea Crème Frappuccino Blended,grande,nonfat,473,400,68,65,70,13.74
Green Tea Crème Frappuccino Blended,grande,2% milk,473,300,64,63,70,13.32
Green Tea Crème Frappuccino Blended,grande,2% milk,473,420,68,65,70,13.74
Green Tea Crème Frappuccino Blended,grande,whole,473,320,64,63,70,13.32
Green Tea Crème Frappuccino Blended,grande,whole,473,430,68,65,70,13.74
Green Tea Crème Frappuccino Blended,grande,soy,473,290,62,60,70,12.68
Green Tea Crème Frappuccino Blended,grande,soy,473,400,65,62,70,13.11
Green Tea Crème Frappuccino Blended,grande,coconut,473,280,62,61,70,12.9
Green Tea Crème Frappuccino Blended,grande,coconut,473,390,66,64,70,13.53
Green Tea Crème Frappuccino Blended,venti,nonfat,709,390,88,86,95,12.13
Green Tea Crème Frappuccino Blended,venti,nonfat,709,500,91,88,95,12.41
Green Tea Crème Frappuccino Blended,venti,2% milk,709,420,87,86,95,12.13
Green Tea Crème Frappuccino Blended,venti,2% milk,709,530,91,88,95,12.41
Green Tea Crème Frappuccino Blended,venti,whole,709,440,87,86,95,12.13
Green Tea Crème Frappuccino Blended,venti,whole,709,550,91,88,95,12.41
Green Tea Crème Frappuccino Blended,venti,soy,709,400,84,81,95,11.42
Green Tea Crème Frappuccino Blended,venti,soy,709,510,87,83,95,11.71
Green Tea Crème Frappuccino Blended,venti,coconut,709,380,85,82,95,11.57
Green Tea Crème Frappuccino Blended,venti,coconut,709,500,88,85,95,11.99
Oprah Cinnamon Chai Crème Frappuccino Blended,tall,nonfat,354,140,30,30,20,8.47
Oprah Cinnamon Chai Crème Frappuccino Blended,tall,nonfat,354,220,33,32,20,9.04
Oprah Cinnamon Chai Crème Frappuccino Blended,tall,2% milk,354,150,30,29,20,8.19
Oprah Cinnamon Chai Crème Frappuccino Blended,tall,2% milk,354,230,33,32,20,9.04
Oprah Cinnamon Chai Crème Frappuccino Blended,tall,whole,354,160,30,29,20,8.19
Oprah Cinnamon Chai Crème Frappuccino Blended,tall,whole,354,240,33,32,20,9.04
Oprah Cinnamon Chai Crème Frappuccino Blended,tall,soy,354,140,29,27,20,7.63
Oprah Cinnamon Chai Crème Frappuccino Blended,tall,soy,354,220,31,30,20,8.47
Oprah Cinnamon Chai Crème Frappuccino Blended,tall,coconut,354,140,29,28,20,7.91
Oprah Cinnamon Chai Crème Frappuccino Blended,tall,coconut,354,220,31,30,20,8.47
Oprah Cinnamon Chai Crème Frappuccino Blended,grande,nonfat,473,190,42,41,25,8.67
Oprah Cinnamon Chai Crème Frappuccino Blended,grande,nonfat,473,300,45,44,25,9.3
Oprah Cinnamon Chai Crème Frappuccino Blended,grande,2% milk,473,200,42,41,25,8.67
Oprah Cinnamon Chai Crème Frappuccino Blended,grande,2% milk,473,320,45,44,25,9.3
Oprah Cinnamon Chai Crème Frappuccino Blended,grande,whole,473,220,42,41,25,8.67
Oprah Cinnamon Chai Crème Frappuccino Blended,grande,whole,473,330,45,44,25,9.3
Oprah Cinnamon Chai Crème Frappuccino Blended,grande,soy,473,190,40,38,25,8.03
Oprah Cinnamon Chai Crème Frappuccino Blended,grande,soy,473,310,43,41,25,8.67
Oprah Cinnamon Chai Crème Frappuccino Blended,grande,coconut,473,190,40,39,25,8.25
Oprah Cinnamon Chai Crème Frappuccino Blended,grande,coconut,473,300,43,42,25,8.88
Oprah Cinnamon Chai Crème Frappuccino Blended,venti,nonfat,709,260,59,58,40,8.18
Oprah Cinnamon Chai Crème Frappuccino Blended,venti,nonfat,709,380,63,61,40,8.6
Oprah Cinnamon Chai Crème Frappuccino Blended,venti,2% milk,709,290,59,57,40,8.04
Oprah Cinnamon Chai Crème Frappuccino Blended,venti,2% milk,709,410,62,61,40,8.6
Oprah Cinnamon Chai Crème Frappuccino Blended,venti,whole,709,310,59,57,40,8.04
Oprah Cinnamon Chai Crème Frappuccino Blended,venti,whole,709,420,62,61,40,8.6
Oprah Cinnamon Chai Crème Frappuccino Blended,venti,soy,709,270,56,53,40,7.48
Oprah Cinnamon Chai Crème Frappuccino Blended,venti,soy,709,390,59,56,40,7.9
Oprah Cinnamon Chai Crème Frappuccino Blended,venti,coconut,709,270,57,55,40,7.76
Oprah Cinnamon Chai Crème Frappuccino Blended,venti,coconut,709,380,60,58,40,8.18
Strawberries & Crème Frappuccino Blended,tall,nonfat,354,170,38,37,0,10.45
Strawberries & Crème Frappuccino Blended,tall,nonfat,354,250,41,39,0,11.02
Strawberries & Crème Frappuccino Blended,tall,2% milk,354,180,38,37,0,10.45
Strawberries & Crème Frappuccino Blended,tall,2% milk,354,260,40,39,0,11.02
Strawberries & Crème Frappuccino Blended,tall,whole,354,190,38,37,0,10.45
Strawberries & Crème Frappuccino Blended,tall,whole,354,270,40,39,0,11.02
Strawberries & Crème Frappuccino Blended,tall,soy,354,170,37,35,0,9.89
Strawberries & Crème Frappuccino Blended,tall,soy,354,250,39,37,0,10.45
Strawberries & Crème Frappuccino Blended,tall,coconut,354,170,37,35,0,9.89
Strawberries & Crème Frappuccino Blended,tall,coconut,354,250,39,38,0,10.73
Strawberries & Crème Frappuccino Blended,grande,nonfat,473,230,53,52,0,10.99
Strawberries & Crème Frappuccino Blended,grande,nonfat,473,340,56,54,0,11.42
Strawberries & Crème Frappuccino Blended,grande,2% milk,473,250,53,51,0,10.78
Strawberries & Crème Frappuccino Blended,grande,2% milk,473,360,56,54,0,11.42
Strawberries & Crème Frappuccino Blended,grande,whole,473,260,53,51,0,10.78
Strawberries & Crème Frappuccino Blended,grande,whole,473,370,56,54,0,11.42
Strawberries & Crème Frappuccino Blended,grande,soy,473,240,51,49,0,10.36
Strawberries & Crème Frappuccino Blended,grande,soy,473,350,54,51,0,10.78
Strawberries & Crème Frappuccino Blended,grande,coconut,473,230,51,49,0,10.36
Strawberries & Crème Frappuccino Blended,grande,coconut,473,340,54,53,0,11.21
Strawberries & Crème Frappuccino Blended,venti,nonfat,709,300,70,68,0,9.59
Strawberries & Crème Frappuccino Blended,venti,nonfat,709,420,73,70,0,9.87
Strawberries & Crème Frappuccino Blended,venti,2% milk,709,330,69,68,0,9.59
Strawberries & Crème Frappuccino Blended,venti,2% milk,709,450,73,70,0,9.87
Strawberries & Crème Frappuccino Blended,venti,whole,709,350,69,68,0,9.59
Strawberries & Crème Frappuccino Blended,venti,whole,709,460,73,70,0,9.87
Strawberries & Crème Frappuccino Blended,venti,soy,709,310,67,63,0,8.89
Strawberries & Crème Frappuccino Blended,venti,soy,709,430,70,66,0,9.31
Strawberries & Crème Frappuccino Blended,venti,coconut,709,300,67,65,0,9.17
Strawberries & Crème Frappuccino Blended,venti,coconut,709,420,70,68,0,9.59
Vanilla Bean Crème Frappuccino Blended,tall,nonfat,354,170,39,38,0,10.73
Vanilla Bean Crème Frappuccino Blended,tall,nonfat,354,250,41,40,0,11.3
Vanilla Bean Crème Frappuccino Blended,tall,2% milk,354,190,39,38,0,10.73
Vanilla Bean Crème Frappuccino Blended,tall,2% milk,354,270,41,39,0,11.02
Vanilla Bean Crème Frappuccino Blended,tall,whole,354,200,39,38,0,10.73
Vanilla Bean Crème Frappuccino Blended,tall,whole,354,280,41,39,0,11.02
Vanilla Bean Crème Frappuccino Blended,tall,soy,354,180,37,35,0,9.89
Vanilla Bean Crème Frappuccino Blended,tall,soy,354,260,39,37,0,10.45
Vanilla Bean Crème Frappuccino Blended,tall,coconut,354,170,37,36,0,10.17
Vanilla Bean Crème Frappuccino Blended,tall,coconut,354,250,39,38,0,10.73
Vanilla Bean Crème Frappuccino Blended,grande,nonfat,473,240,56,55,0,11.63
Vanilla Bean Crème Frappuccino Blended,grande,nonfat,473,360,60,57,0,12.05
Vanilla Bean Crème Frappuccino Blended,grande,2% milk,473,270,56,55,0,11.63
Vanilla Bean Crème Frappuccino Blended,grande,2% milk,473,380,59,57,0,12.05
Vanilla Bean Crème Frappuccino Blended,grande,whole,473,280,56,55,0,11.63
Vanilla Bean Crème Frappuccino Blended,grande,whole,473,400,59,57,0,12.05
Vanilla Bean Crème Frappuccino Blended,grande,soy,473,250,54,51,0,10.78
Vanilla Bean Crème Frappuccino Blended,grande,soy,473,370,57,54,0,11.42
Vanilla Bean Crème Frappuccino Blended,grande,coconut,473,240,54,52,0,10.99
Vanilla Bean Crème Frappuccino Blended,grande,coconut,473,360,57,56,0,11.84
Vanilla Bean Crème Frappuccino Blended,venti,nonfat,709,320,73,71,0,10.01
Vanilla Bean Crème Frappuccino Blended,venti,nonfat,709,430,76,73,0,10.3
Vanilla Bean Crème Frappuccino Blended,venti,2% milk,709,350,73,71,0,10.01
Vanilla Bean Crème Frappuccino Blended,venti,2% milk,709,460,76,73,0,10.3
Vanilla Bean Crème Frappuccino Blended,venti,whole,709,370,73,71,0,10.01
Vanilla Bean Crème Frappuccino Blended,venti,whole,709,490,76,73,0,10.3
Vanilla Bean Crème Frappuccino Blended,venti,soy,709,330,69,66,0,9.31
Vanilla Bean Crème Frappuccino Blended,venti,soy,709,440,73,68,0,9.59
Vanilla Bean Crème Frappuccino Blended,venti,coconut,709,310,69,67,0,9.45
Vanilla Bean Crème Frappuccino Blended,venti,coconut,709,430,73,70,0,9.87
Caramel Apple Spice,short,none,236,140,35,33,0,13.98
Caramel Apple Spice,short,none,236,210,40,37,0,15.68
Caramel Apple Spice,tall,none,354,210,53,49,0,13.84
Caramel Apple Spice,tall,none,354,300,59,55,0,15.54
Caramel Apple Spice,grande,none,473,280,70,65,0,13.74
Caramel Apple Spice,grande,none,473,380,76,71,0,15.01
Caramel Apple Spice,venti,none,591,360,89,83,0,14.04
Caramel Apple Spice,venti,none,591,450,95,88,0,14.89
Hot Chocolate,short,nonfat,236,140,26,23,15,9.75
Hot Chocolate,short,nonfat,236,200,29,24,15,10.17
Hot Chocolate,short,2% milk,236,170,26,22,15,9.32
Hot Chocolate,short,2% milk,236,230,28,24,15,10.17
Hot Chocolate,short,whole,236,190,26,22,15,9.32
Hot Chocolate,short,whole,236,250,28,24,15,10.17
Hot Chocolate,short,soy,236,150,23,18,15,7.63
Hot Chocolate,short,soy,236,210,25,20,15,8.47
Hot Chocolate,short,coconut,236,140,23,20,15,8.47
Hot Chocolate,short,coconut,236,200,26,22,15,9.32
Hot Chocolate,tall,nonfat,354,210,37,32,20,9.04
Hot Chocolate,tall,nonfat,354,280,40,34,20,9.6
Hot Chocolate,tall,2% milk,354,250,37,32,20,9.04
Hot Chocolate,tall,2% milk,354,320,39,34,20,9.6
Hot Chocolate,tall,whole,354,280,37,32,20,9.04
Hot Chocolate,tall,whole,354,350,39,34,20,9.6
Hot Chocolate,tall,soy,354,220,32,25,20,7.06
Hot Chocolate,tall,soy,354,290,35,28,20,7.91
Hot Chocolate,tall,coconut,354,210,33,28,20,7.91
Hot Chocolate,tall,coconut,354,280,36,31,20,8.76
Hot Chocolate,grande,nonfat,473,270,47,41,25,8.67
Hot Chocolate,grande,nonfat,473,350,51,43,25,9.09
Hot Chocolate,grande,2% milk,473,320,47,41,25,8.67
Hot Chocolate,grande,2% milk,473,400,50,43,25,9.09
Hot Chocolate,grande,whole,473,360,47,41,25,8.67
Hot Chocolate,grande,whole,473,440,50,43,25,9.09
Hot Chocolate,grande,soy,473,280,41,32,25,6.77
Hot Chocolate,grande,soy,473,360,44,35,25,7.4
Hot Chocolate,grande,coconut,473,270,42,35,25,7.4
Hot Chocolate,grande,coconut,473,350,46,38,30,8.03
Hot Chocolate,venti,nonfat,591,350,63,55,35,9.31
Hot Chocolate,venti,nonfat,591,430,66,58,35,9.81
Hot Chocolate,venti,2% milk,591,420,62,55,35,9.31
Hot Chocolate,venti,2% milk,591,500,66,57,35,9.64
Hot Chocolate,venti,whole,591,470,62,55,35,9.31
Hot Chocolate,venti,whole,591,550,66,57,35,9.64
Hot Chocolate,venti,soy,591,370,55,44,35,7.45
Hot Chocolate,venti,soy,591,450,58,46,35,7.78
Hot Chocolate,venti,coconut,591,360,57,48,35,8.12
Hot Chocolate,venti,coconut,591,430,60,51,35,8.63
Lemonade,tall,none,354,80,21,21,0,5.93
Lemonade,grande,none,473,110,29,21,0,4.44
Lemonade,venti,none,709,150,41,41,0,5.78
Lemonade,trenta,none,887,180,49,49,0,5.52
Skinny Hot Chocolate,short,none,236,80,12,8,0,3.39
Skinny Hot Chocolate,tall,none,354,130,18,13,0,3.67
Skinny Hot Chocolate,grande,none,473,170,24,17,0,3.59
Skinny Hot Chocolate,venti,none,591,210,30,21,0,3.55
White Hot Chocolate,short,nonfat,236,180,31,30,0,12.71
White Hot Chocolate,short,nonfat,236,230,32,32,0,13.56
White Hot Chocolate,short,2% milk,236,210,30,30,0,12.71
White Hot Chocolate,short,2% milk,236,260,32,31,0,13.14
White Hot Chocolate,short,whole,236,220,30,30,0,12.71
White Hot Chocolate,short,whole,236,280,32,31,0,13.14
White Hot Chocolate,short,soy,236,190,27,26,0,11.02
White Hot Chocolate,short,soy,236,240,29,27,0,11.44
White Hot Chocolate,short,coconut,236,180,28,28,0,11.86
White Hot Chocolate,short,coconut,236,230,30,29,0,12.29
White Hot Chocolate,tall,nonfat,354,270,46,46,0,12.99
White Hot Chocolate,tall,nonfat,354,330,48,47,0,13.28
White Hot Chocolate,tall,2% milk,354,310,46,46,0,12.99
White Hot Chocolate,tall,2% milk,354,370,48,47,0,13.28
White Hot Chocolate,tall,whole,354,340,46,46,0,12.99
White Hot Chocolate,tall,whole,354,400,48,47,0,13.28
White Hot Chocolate,tall,soy,354,280,41,39,0,11.02
White Hot Chocolate,tall,soy,354,340,43,40,0,11.3
White Hot Chocolate,tall,coconut,354,270,42,42,0,11.86
White Hot Chocolate,tall,coconut,354,330,44,43,0,12.15
White Hot Chocolate,grande,nonfat,473,360,61,61,0,12.9
White Hot Chocolate,grande,nonfat,473,430,63,62,0,13.11
White Hot Chocolate,grande,2% milk,473,410,61,60,0,12.68
White Hot Chocolate,grande,2% milk,473,480,63,62,0,13.11
White Hot Chocolate,grande,whole,473,450,61,60,0,12.68
White Hot Chocolate,grande,whole,473,520,63,62,0,13.11
White Hot Chocolate,grande,soy,473,370,55,52,0,10.99
White Hot Chocolate,grande,soy,473,440,57,53,0,11.21
White Hot Chocolate,grande,coconut,473,360,56,55,0,11.63
White Hot Chocolate,grande,coconut,473,430,58,57,0,12.05
White Hot Chocolate,venti,nonfat,591,450,77,77,0,13.03
White Hot Chocolate,venti,nonfat,591,520,79,78,0,13.2
White Hot Chocolate,venti,2% milk,591,520,76,76,0,12.86
White Hot Chocolate,venti,2% milk,591,590,78,78,0,13.2
White Hot Chocolate,venti,whole,591,570,76,76,0,12.86
White Hot Chocolate,venti,whole,591,640,78,78,0,13.2
White Hot Chocolate,venti,soy,591,470,69,65,0,11.0
White Hot Chocolate,venti,soy,591,540,71,67,0,11.34
White Hot Chocolate,venti,coconut,591,450,71,69,0,11.68
White Hot Chocolate,venti,coconut,591,520,73,71,0,12.01
