product_name,size,milk,serv_size_m_l,calories,total_carbs_g,sugar_g,caffeine_mg,sugar_per_100ml
brewed coffee - dark roast,short,none,236,3,0,0,130,0.0
brewed coffee - dark roast,tall,none,354,4,0,0,193,0.0
brewed coffee - dark roast,grande,none,473,5,0,0,260,0.0
brewed coffee - dark roast,venti,none,591,5,0,0,340,0.0
brewed coffee - decaf pike place roast,short,none,236,3,0,0,15,0.0
brewed coffee - decaf pike place roast,tall,none,354,4,0,0,20,0.0
brewed coffee - decaf pike place roast,grande,none,473,5,0,0,25,0.0
brewed coffee - decaf pike place roast,venti,none,591,5,0,0,30,0.0
brewed coffee - medium roast,short,none,236,3,0,0,155,0.0
brewed coffee - medium roast,tall,none,354,4,0,0,235,0.0
brewed coffee - medium roast,grande,none,473,5,0,0,310,0.0
brewed coffee - medium roast,venti,none,591,5,0,0,410,0.0
brewed coffee - True North Blend Blonde roast,short,none,236,3,0,0,180,0.0
brewed coffee - True North Blend Blonde roast,tall,none,354,4,0,0,270,0.0
brewed coffee - True North Blend Blonde roast,grande,none,473,5,0,0,360,0.0
brewed coffee - True North Blend Blonde roast,venti,none,591,5,0,0,475,0.0
Caffè Misto,short,nonfat,236,35,5,5,75,2.12
Caffè Misto,short,2% milk,236,50,5,5,75,2.12
Caffè Misto,short,whole,236,70,5,5,75,2.12
Caffè Misto,short,soy,236,40,3,2,75,0.85
Caffè Misto,short,coconut,236,40,4,3,75,1.27
Caffè Misto,tall,nonfat,354,60,8,8,115,2.26
Caffè Misto,tall,2% milk,354,80,8,8,115,2.26
Caffè Misto,tall,whole,354,100,8,8,115,2.26
Caffè Misto,tall,soy,354,60,5,4,115,1.13
Caffè Misto,tall,coconut,354,60,6,5,115,1.41
Caffè Misto,grande,nonfat,473,70,10,10,150,2.11
Caffè Misto,grande,2% milk,473,110,10,10,150,2.11
Caffè Misto,grande,whole,473,130,10,10,150,2.11
Caffè Misto,grande,soy,473,80,6,5,150,1.06
Caffè Misto,grande,coconut,473,70,7,7,150,1.48
Caffè Misto,venti,nonfat,591,90,13,13,195,2.2
Caffè Misto,venti,2% milk,591,130,13,13,195,2.2
Caffè Misto,venti,whole,591,160,13,13,195,2.2
Caffè Misto,venti,soy,591,100,8,6,195,1.02
Caffè Misto,venti,coconut,591,80,7,7,195,1.18
Clover Brewed Coffee - Dark Roast,short,none,236,10,0,0,190,0.0
Clover Brewed Coffee - Dark Roast,tall,none,354,10,0,0,280,0.0
Clover Brewed Coffee - Dark Roast,grande,none,473,10,0,0,380,0.0
Clover Brewed Coffee - Dark Roast,venti,none,591,10,0,0,470,0.0
Clover Brewed Coffee -  Light Roast,short,none,236,10,0,0,155,0.0
Clover Brewed Coffee -  Light Roast,tall,none,354,10,0,0,255,0.0
Clover Brewed Coffee -  Light Roast,grande,none,473,10,0,0,340,0.0
Clover Brewed Coffee -  Light Roast,venti,none,591,10,0,0,425,0.0
Clover Brewed Coffee - Medium Roast,short,none,236,10,0,0,170,0.0
Clover Brewed Coffee - Medium Roast,tall,none,354,10,0,0,280,0.0
Clover Brewed Coffee - Medium Roast,grande,none,473,10,0,0,375,0.0
Clover Brewed Coffee - Medium Roast,venti,none,591,10,0,0,445,0.0
Iced Coffee,tall,none,354,60,15,15,120,4.24
Iced Coffee,grande,none,473,80,20,20,165,4.23
Iced Coffee,venti,none,709,120,30,30,235,4.23
Iced Coffee,trenta,none,887,160,40,39,280,4.4
Iced Coffee with milk,tall,nonfat,354,80,17,17,90,4.8
Iced Coffee with milk,tall,2% milk,354,80,17,17,90,4.8
Iced Coffee with milk,tall,whole,354,90,17,17,90,4.8
Iced Coffee with milk,tall,soy,354,80,16,16,90,4.52
Iced Coffee with milk,tall,coconut,354,80,17,16,110,4.52
Iced Coffee with milk,grande,nonfat,473,100,23,23,125,4.86
Iced Coffee with milk,grande,2% milk,473,110,23,23,125,4.86
Iced Coffee with milk,grande,whole,473,120,23,23,125,4.86
Iced Coffee with milk,grande,soy,473,110,22,21,125,4.44
Iced Coffee with milk,grande,coconut,473,100,22,22,150,4.65
Iced Coffee with milk,venti,nonfat,709,160,35,35,170,4.94
Iced Coffee with milk,venti,2% milk,709,170,35,35,170,4.94
Iced Coffee with milk,venti,whole,709,190,35,35,170,4.94
Iced Coffee with milk,venti,soy,709,160,33,32,170,4.51
Iced Coffee with milk,venti,coconut,709,160,33,33,205,4.65
Iced Coffee with milk,trenta,nonfat,887,210,46,46,190,5.19
Iced Coffee with milk,trenta,2% milk,887,230,46,46,190,5.19
Iced Coffee with milk,trenta,whole,887,240,46,46,190,5.19
Iced Coffee with milk,trenta,soy,887,220,44,43,190,4.85
Iced Coffee with milk,trenta,coconut,887,210,44,44,190,4.96
Cold Brewed Coffee,tall,none,354,2,0,0,150,0.0
Cold Brewed Coffee,grande,none,473,3,0,0,200,0.0
Cold Brewed Coffee,venti,none,709,4,0,0,300,0.0
Cold Brewed Coffee,trenta,none,887,5,0,0,330,0.0
Vanilla Sweet Cream Cold Brew,tall,none,354,100,12,12,140,3.39
Vanilla Sweet Cream Cold Brew,grande,none,473,110,14,14,185,2.96
Vanilla Sweet Cream Cold Brew,venti,none,709,200,24,24,275,3.39
Vanilla Sweet Cream Cold Brew,trenta,none,887,210,26,26,320,2.93
Espresso - Caffè Americano,short,none,236,5,1,0,75,0.0
Espresso - Caffè Americano,tall,none,354,10,1,0,150,0.0
Espresso - Caffè Americano,grande,none,473,15,1,0,225,0.0
Espresso - Caffè Americano,venti,none,591,25,1,0,300,0.0
Espresso - Iced Caffè Americano,tall,none,354,10,2,0,150,0.0
Espresso - Iced Caffè Americano,grande,none,473,15,3,0,225,0.0
Espresso - Iced Caffè Americano,venti,none,709,25,3,0,300,0.0
Caffè Latte,tall,nonfat,354,100,15,14,75,3.95
Caffè Latte,tall,2% milk,354,150,15,14,75,3.95
Caffè Latte,tall,whole,354,180,15,14,75,3.95
Caffè Latte,tall,soy,354,110,10,6,75,1.69
Caffè Latte,tall,coconut,354,110,11,10,75,2.82
Caffè Latte,grande,nonfat,473,130,19,18,150,3.81
Caffè Latte,grande,2% milk,473,190,19,17,150,3.59
Caffè Latte,grande,whole,473,230,19,17,150,3.59
Caffè Latte,grande,soy,473,150,13,8,150,1.69
Caffè Latte,grande,coconut,473,140,14,12,150,2.54
Caffè Latte,venti,nonfat,591,170,25,23,150,3.89
Caffè Latte,venti,2% milk,591,240,24,22,150,3.72
Caffè Latte,venti,whole,591,290,24,22,150,3.72
Caffè Latte,venti,soy,591,190,16,11,150,1.86
Caffè Latte,venti,coconut,591,170,18,16,150,2.71
Iced Caffè Latte,tall,nonfat,354,70,10,9,75,2.54
Iced Caffè Latte,tall,2% milk,354,100,10,9,75,2.54
Iced Caffè Latte,tall,whole,354,120,10,9,75,2.54
Iced Caffè Latte,tall,soy,354,80,7,4,75,1.13
Iced Caffè Latte,tall,coconut,354,70,7,6,75,1.69
Iced Caffè Latte,grande,nonfat,473,90,13,11,150,2.33
Iced Caffè Latte,grande,2% milk,473,130,13,11,150,2.33
Iced Caffè Latte,grande,whole,473,150,13,11,150,2.33
Iced Caffè Latte,grande,soy,473,100,9,5,150,1.06
Iced Caffè Latte,grande,coconut,473,90,10,8,150,1.69
Iced Caffè Latte,venti,nonfat,709,130,19,16,225,2.26
Iced Caffè Latte,venti,2% milk,709,180,18,15,225,2.12
Iced Caffè Latte,venti,whole,709,210,18,15,225,2.12
Iced Caffè Latte,venti,soy,709,150,13,8,225,1.13
Iced Caffè Latte,venti,coconut,709,130,14,11,225,1.55
Caffè Mocha,short,nonfat,236,120,21,17,90,7.2
Caffè Mocha,short,nonfat,236,180,23,18,90,7.63
Caffè Mocha,short,2% milk,236,150,21,17,90,7.2
Caffè Mocha,short,2% milk,236,200,22,18,90,7.63
Caffè Mocha,short,whole,236,160,21,17,90,7.2
Caffè Mocha,short,whole,236,210,22,18,90,7.63
Caffè Mocha,short,soy,236,130,18,13,90,5.51
Caffè Mocha,short,soy,236,180,20,14,90,5.93
Caffè Mocha,short,coconut,236,130,19,15,90,6.36
Caffè Mocha,short,coconut,236,180,21,16,90,6.78
Caffè Mocha,tall,nonfat,354,190,32,27,95,7.63
Caffè Mocha,tall,nonfat,354,250,34,28,95,7.91
Caffè Mocha,tall,2% milk,354,230,32,26,95,7.34
Caffè Mocha,tall,2% milk,354,290,34,28,95,7.91
Caffè Mocha,tall,whole,354,250,32,26,95,7.34
Caffè Mocha,tall,whole,354,310,34,28,95,7.91
Caffè Mocha,tall,soy,354,200,28,20,95,5.65
Caffè Mocha,tall,soy,354,260,30,22,95,6.21
Caffè Mocha,tall,coconut,354,190,29,23,95,6.5
Caffè Mocha,tall,coconut,354,250,30,25,95,7.06
Caffè Mocha,grande,nonfat,473,250,42,34,175,7.19
Caffè Mocha,grande,nonfat,473,320,44,36,175,7.61
Caffè Mocha,grande,2% milk,473,290,42,34,175,7.19
Caffè Mocha,grande,2% milk,473,360,44,35,175,7.4
Caffè Mocha,grande,whole,473,330,42,34,175,7.19
Caffè Mocha,grande,whole,473,400,44,35,175,7.4
Caffè Mocha,grande,soy,473,260,37,26,175,5.5
Caffè Mocha,grande,soy,473,330,39,28,175,5.92
Caffè Mocha,grande,coconut,473,250,38,30,175,6.34
Caffè Mocha,grande,coconut,473,320,40,32,175,6.77
Caffè Mocha,venti,nonfat,591,310,54,44,185,7.45
Caffè Mocha,venti,nonfat,591,390,56,45,185,7.61
Caffè Mocha,venti,2% milk,591,380,53,43,185,7.28
Caffè Mocha,venti,2% milk,591,450,55,45,185,7.61
Caffè Mocha,venti,whole,591,420,53,43,185,7.28
Caffè Mocha,venti,whole,591,490,55,45,185,7.61
Caffè Mocha,venti,soy,591,330,46,34,185,5.75
Caffè Mocha,venti,soy,591,400,48,35,185,5.92
Caffè Mocha,venti,coconut,591,320,48,38,185,6.43
Caffè Mocha,venti,coconut,591,390,50,40,185,6.77
Iced Caffè Mocha,tall,nonfat,354,150,27,22,95,6.21
Iced Caffè Mocha,tall,nonfat,354,240,30,23,95,6.5
Iced Caffè Mocha,tall,2% milk,354,180,27,21,95,5.93
Iced Caffè Mocha,tall,2% milk,354,260,29,23,95,6.5
Iced Caffè Mocha,tall,whole,354,190,27,21,95,5.93
Iced Caffè Mocha,tall,whole,354,270,29,23,95,6.5
Iced Caffè Mocha,tall,soy,354,160,25,18,95,5.08
Iced Caffè Mocha,tall,soy,354,240,27,20,95,5.65
Iced Caffè Mocha,tall,coconut,354,150,25,19,95,5.37
Iced Caffè Mocha,tall,coconut,354,240,27,22,95,6.21
Iced Caffè Mocha,grande,nonfat,473,200,36,28,175,5.92
Iced Caffè Mocha,grande,nonfat,473,320,40,30,175,6.34
Iced Caffè Mocha,grande,2% milk,473,230,36,28,175,5.92
Iced Caffè Mocha,grande,2% milk,473,350,39,30,175,6.34
Iced Caffè Mocha,grande,whole,473,250,36,28,175,5.92
Iced Caffè Mocha,grande,whole,473,360,39,30,175,6.34
Iced Caffè Mocha,grande,soy,473,210,33,24,175,5.07
Iced Caffè Mocha,grande,soy,473,330,37,26,175,5.5
Iced Caffè Mocha,grande,coconut,473,210,34,26,175,5.5
Iced Caffè Mocha,grande,coconut,473,320,37,29,175,6.13
Iced Caffè Mocha,venti,nonfat,709,300,53,41,265,5.78
Iced Caffè Mocha,venti,nonfat,709,410,57,43,265,6.06
Iced Caffè Mocha,venti,2% milk,709,340,53,41,265,5.78
Iced Caffè Mocha,venti,2% milk,709,450,56,43,265,6.06
Iced Caffè Mocha,venti,whole,709,360,53,41,265,5.78
Iced Caffè Mocha,venti,whole,709,470,56,43,265,6.06
Iced Caffè Mocha,venti,soy,709,310,49,35,265,4.94
Iced Caffè Mocha,venti,soy,709,430,53,37,265,5.22
Iced Caffè Mocha,venti,coconut,709,300,50,38,265,5.36
Iced Caffè Mocha,venti,coconut,709,420,53,41,265,5.78
Cappuccino,short,nonfat,236,50,8,7,75,2.97
Cappuccino,short,2% milk,236,80,8,7,75,2.97
Cappuccino,short,whole,236,90,8,7,75,2.97
Cappuccino,short,soy,236,50,4,3,75,1.27
Cappuccino,short,coconut,236,70,7,6,75,2.54
Cappuccino,tall,nonfat,354,60,9,8,75,2.26
Cappuccino,tall,2% milk,354,90,9,8,75,2.26
Cappuccino,tall,whole,354,110,9,8,75,2.26
Cappuccino,tall,soy,354,70,7,4,75,1.13
Cappuccino,tall,coconut,354,100,11,9,75,2.54
Cappuccino,grande,nonfat,473,80,12,10,150,2.11
Cappuccino,grande,2% milk,473,120,12,10,150,2.11
Cappuccino,grande,whole,473,140,12,10,150,2.11
Cappuccino,grande,soy,473,100,9,5,150,1.06
Cappuccino,grande,coconut,473,130,14,12,150,2.54
Cappuccino,venti,nonfat,591,110,16,14,150,2.37
Cappuccino,venti,2% milk,591,150,16,14,150,2.37
Cappuccino,venti,whole,591,190,16,14,150,2.37
Cappuccino,venti,soy,591,120,11,7,150,1.18
Cappuccino,venti,coconut,591,170,18,15,150,2.54
Caramel Macchiato,short,nonfat,236,100,16,15,75,6.36
Caramel Macchiato,short,2% milk,236,120,16,15,75,6.36
Caramel Macchiato,short,whole,236,140,16,15,75,6.36
Caramel Macchiato,short,soy,236,100,14,11,75,4.66
Caramel Macchiato,short,coconut,236,100,14,13,75,5.51
Caramel Macchiato,tall,nonfat,354,150,27,25,75,7.06
Caramel Macchiato,tall,2% milk,354,190,26,25,75,7.06
Caramel Macchiato,tall,whole,354,210,26,25,75,7.06
Caramel Macchiato,tall,soy,354,160,22,19,75,5.37
Caramel Macchiato,tall,coconut,354,150,23,21,75,5.93
Caramel Macchiato,grande,nonfat,473,200,36,34,150,7.19
Caramel Macchiato,grande,2% milk,473,250,35,33,150,6.98
Caramel Macchiato,grande,whole,473,280,35,33,150,6.98
Caramel Macchiato,grande,soy,473,210,30,26,150,5.5
Caramel Macchiato,grande,coconut,473,200,32,29,150,6.13
Caramel Macchiato,venti,nonfat,591,250,45,42,150,7.11
Caramel Macchiato,venti,2% milk,591,310,44,42,150,7.11
Caramel Macchiato,venti,whole,591,350,44,42,150,7.11
Caramel Macchiato,venti,soy,591,260,38,33,150,5.58
Caramel Macchiato,venti,coconut,591,250,39,36,150,6.09
Iced Caramel Macchiato,tall,nonfat,354,140,26,24,75,6.78
Iced Caramel Macchiato,tall,2% milk,354,180,26,24,75,6.78
Iced Caramel Macchiato,tall,whole,354,200,26,24,75,6.78
Iced Caramel Macchiato,tall,soy,354,160,22,19,75,5.37
Iced Caramel Macchiato,tall,coconut,354,140,23,21,75,5.93
Iced Caramel Macchiato,grande,nonfat,473,210,37,35,150,7.4
Iced Caramel Macchiato,grande,2% milk,473,250,37,34,150,7.19
Iced Caramel Macchiato,grande,whole,473,280,37,34,150,7.19
Iced Caramel Macchiato,grande,soy,473,220,32,28,150,5.92
Iced Caramel Macchiato,grande,coconut,473,210,33,30,150,6.34
Iced Caramel Macchiato,venti,nonfat,591,290,53,50,225,8.46
Iced Caramel Macchiato,venti,2% milk,591,350,53,49,225,8.29
Iced Caramel Macchiato,venti,whole,591,390,53,49,225,8.29
Iced Caramel Macchiato,venti,soy,591,310,47,40,225,6.77
Iced Caramel Macchiato,venti,coconut,591,290,47,43,225,7.28
Cinnamon Dolce Latte,short,nonfat,236,100,20,19,75,8.05
Cinnamon Dolce Latte,short,nonfat,236,160,22,21,75,8.9
Cinnamon Dolce Latte,short,2% milk,236,130,20,19,75,8.05
Cinnamon Dolce Latte,short,2% milk,236,180,22,20,75,8.47
Cinnamon Dolce Latte,short,whole,236,150,20,19,75,8.05
Cinnamon Dolce Latte,short,whole,236,200,22,20,75,8.47
Cinnamon Dolce Latte,short,soy,236,110,17,15,75,6.36
Cinnamon Dolce Latte,short,soy,236,170,19,16,75,6.78
Cinnamon Dolce Latte,short,coconut,236,110,18,17,75,7.2
Cinnamon Dolce Latte,short,coconut,236,160,20,19,75,8.05
Cinnamon Dolce Latte,tall,nonfat,354,160,31,30,75,8.47
Cinnamon Dolce Latte,tall,nonfat,354,220,33,31,75,8.76
Cinnamon Dolce Latte,tall,2% milk,354,200,30,29,75,8.19
Cinnamon Dolce Latte,tall,2% milk,354,270,32,31,75,8.76
Cinnamon Dolce Latte,tall,whole,354,230,30,29,75,8.19
Cinnamon Dolce Latte,tall,whole,354,290,32,31,75,8.76
Cinnamon Dolce Latte,tall,soy,354,170,26,23,75,6.5
Cinnamon Dolce Latte,tall,soy,354,240,28,25,75,7.06
Cinnamon Dolce Latte,tall,coconut,354,160,27,26,75,7.34
Cinnamon Dolce Latte,tall,coconut,354,230,29,28,75,7.91
Cinnamon Dolce Latte,grande,nonfat,473,210,40,38,150,8.03
Cinnamon Dolce Latte,grande,nonfat,473,280,43,40,150,8.46
Cinnamon Dolce Latte,grande,2% milk,473,260,40,38,150,8.03
Cinnamon Dolce Latte,grande,2% milk,473,330,42,40,150,8.46
Cinnamon Dolce Latte,grande,whole,473,300,40,38,150,8.03
Cinnamon Dolce Latte,grande,whole,473,370,42,40,150,8.46
Cinnamon Dolce Latte,grande,soy,473,220,34,30,150,6.34
Cinnamon Dolce Latte,grande,soy,473,300,37,32,150,6.77
Cinnamon Dolce Latte,grande,coconut,473,210,36,33,150,6.98
Cinnamon Dolce Latte,grande,coconut,473,290,38,36,150,7.61
Cinnamon Dolce Latte,venti,nonfat,591,270,51,49,150,8.29
Cinnamon Dolce Latte,venti,nonfat,591,340,54,51,150,8.63
Cinnamon Dolce Latte,venti,2% milk,591,330,50,48,150,8.12
Cinnamon Dolce Latte,venti,2% milk,591,410,53,50,150,8.46
Cinnamon Dolce Latte,venti,whole,591,380,50,48,150,8.12
Cinnamon Dolce Latte,venti,whole,591,450,53,50,150,8.46
Cinnamon Dolce Latte,venti,soy,591,280,43,38,150,6.43
Cinnamon Dolce Latte,venti,soy,591,360,46,40,150,6.77
Cinnamon Dolce Latte,venti,coconut,591,270,45,42,150,7.11
Cinnamon Dolce Latte,venti,coconut,591,350,47,45,150,7.61
Flat White,short,nonfat,236,60,9,8,130,3.39
Flat White,short,2% milk,236,90,9,8,130,3.39
Flat White,short,whole,236,110,9,8,130,3.39
Flat White,short,soy,236,70,6,4,130,1.69
Flat White,short,coconut,236,60,7,5,130,2.12
Flat White,tall,nonfat,354,100,15,13,130,3.67
Flat White,tall,2% milk,354,140,14,13,130,3.67
Flat White,tall,whole,354,170,14,13,130,3.67
Flat White,tall,soy,354,110,10,6,130,1.69
Flat White,tall,coconut,354,100,11,9,130,2.54
Flat White,grande,nonfat,473,130,19,17,195,3.59
Flat White,grande,2% milk,473,180,18,17,195,3.59
Flat White,grande,whole,473,220,18,17,195,3.59
Flat White,grande,soy,473,150,13,8,195,1.69
Flat White,grande,coconut,473,130,14,11,195,2.33
Flat White,venti,nonfat,591,170,24,23,195,3.89
Flat White,venti,2% milk,591,240,24,22,195,3.72
Flat White,venti,whole,591,290,24,22,195,3.72
Flat White,venti,soy,591,190,16,11,195,1.86
Flat White,venti,coconut,591,170,18,15,195,2.54
Latte Macchiato,short,nonfat,236,60,10,8,150,3.39
Latte Macchiato,short,2% milk,236,90,9,8,150,3.39
Latte Macchiato,short,whole,236,110,9,8,150,3.39
Latte Macchiato,short,soy,236,70,7,4,150,1.69
Latte Macchiato,short,coconut,236,70,7,5,150,2.12
Latte Macchiato,tall,nonfat,354,100,15,13,150,3.67
Latte Macchiato,tall,2% milk,354,140,15,13,150,3.67
Latte Macchiato,tall,whole,354,170,15,13,150,3.67
Latte Macchiato,tall,soy,354,110,10,6,150,1.69
Latte Macchiato,tall,coconut,354,100,11,9,150,2.54
Latte Macchiato,grande,nonfat,473,130,19,17,225,3.59
Latte Macchiato,grande,2% milk,473,190,19,17,225,3.59
Latte Macchiato,grande,whole,473,220,19,17,225,3.59
Latte Macchiato,grande,soy,473,140,13,8,225,1.69
Latte Macchiato,grande,coconut,473,130,14,11,225,2.33
Latte Macchiato,venti,nonfat,591,170,25,23,225,3.89
Latte Macchiato,venti,2% milk,591,240,24,22,225,3.72
Latte Macchiato,venti,whole,591,290,24,22,225,3.72
Latte Macchiato,venti,soy,591,90,16,10,225,1.69
Latte Macchiato,venti,coconut,591,170,18,15,225,2.54
Skinny Cinnamon Dolce Latte,short,nonfat,236,60,9,8,75,3.39
Skinny Cinnamon Dolce Latte,tall,nonfat,354,100,14,13,75,3.67
Skinny Cinnamon Dolce Latte,grande,nonfat,473,120,19,16,150,3.38
Skinny Cinnamon Dolce Latte,venti,nonfat,591,160,24,21,150,3.55
Iced Skinny Cinnamon Dolce Latte,tall,nonfat,354,60,9,8,75,2.26
Iced Skinny Cinnamon Dolce Latte,grande,nonfat,473,80,12,10,150,2.11
Iced Skinny Cinnamon Dolce Latte,venti,nonfat,591,110,17,14,225,2.37
Skinny Mocha,short,nonfat,236,80,12,7,75,2.97
Skinny Mocha,tall,nonfat,354,130,18,12,75,3.39
Skinny Mocha,grande,nonfat,473,160,24,15,150,3.17
Skinny Mocha,venti,nonfat,591,210,30,19,150,3.21
Iced Skinny Mocha,tall,nonfat,354,90,13,7,75,1.98
Iced Skinny Mocha,grande,nonfat,473,120,17,8,150,1.69
Iced Skinny Mocha,venti,nonfat,709,170,25,11,225,1.55
Starbucks Doubleshot on ice,tall,nonfat,354,70,14,13,150,3.67
Starbucks Doubleshot on ice,tall,2% milk,354,80,14,13,150,3.67
Starbucks Doubleshot on ice,tall,whole,354,90,14,13,150,3.67
Starbucks Doubleshot on ice,tall,soy,354,70,13,11,150,3.11
Starbucks Doubleshot on ice,tall,coconut,354,70,13,12,150,3.39
Starbucks Doubleshot on ice,grande,nonfat,473,90,20,18,225,3.81
Starbucks Doubleshot on ice,grande,2% milk,473,100,20,18,225,3.81
Starbucks Doubleshot on ice,grande,whole,473,110,20,18,225,3.81
Starbucks Doubleshot on ice,grande,soy,473,100,19,16,225,3.38
Starbucks Doubleshot on ice,grande,coconut,473,90,19,17,225,3.59
Starbucks Doubleshot on ice,venti,nonfat,709,150,33,29,375,4.09
Starbucks Doubleshot on ice,venti,2% milk,709,170,33,29,375,4.09
Starbucks Doubleshot on ice,venti,whole,709,180,33,29,375,4.09
Starbucks Doubleshot on ice,venti,soy,709,160,31,27,375,3.81
Starbucks Doubleshot on ice,venti,coconut,709,150,32,28,375,3.95
White Chocolate Mocha,short,nonfat,236,180,30,29,75,12.29
White Chocolate Mocha,short,nonfat,236,230,32,30,75,12.71
White Chocolate Mocha,short,2% milk,236,200,30,29,75,12.29
White Chocolate Mocha,short,2% milk,236,250,32,30,75,12.71
White Chocolate Mocha,short,whole,236,210,30,29,75,12.29
White Chocolate Mocha,short,whole,236,270,32,30,75,12.71
White Chocolate Mocha,short,soy,236,180,28,25,75,10.59
White Chocolate Mocha,short,soy,236,230,29,26,75,11.02
White Chocolate Mocha,short,coconut,236,180,28,27,75,11.44
White Chocolate Mocha,short,coconut,236,230,30,28,75,11.86
White Chocolate Mocha,tall,nonfat,354,270,46,45,75,12.71
White Chocolate Mocha,tall,nonfat,354,330,48,46,75,12.99
White Chocolate Mocha,tall,2% milk,354,300,46,44,75,12.43
White Chocolate Mocha,tall,2% milk,354,370,47,46,75,12.99
White Chocolate Mocha,tall,whole,354,330,46,44,75,12.43
White Chocolate Mocha,tall,whole,354,390,47,46,75,12.99
White Chocolate Mocha,tall,soy,354,280,41,38,75,10.73
White Chocolate Mocha,tall,soy,354,340,43,40,75,11.3
White Chocolate Mocha,tall,coconut,354,270,42,41,75,11.58
White Chocolate Mocha,tall,coconut,354,330,44,43,75,12.15
White Chocolate Mocha,grande,nonfat,473,350,61,58,150,12.26
White Chocolate Mocha,grande,nonfat,473,420,63,60,150,12.68
White Chocolate Mocha,grande,2% milk,473,400,60,58,150,12.26
White Chocolate Mocha,grande,2% milk,473,470,62,59,150,12.47
White Chocolate Mocha,grande,whole,473,430,60,58,150,12.26
White Chocolate Mocha,grande,whole,473,500,62,59,150,12.47
White Chocolate Mocha,grande,soy,473,360,55,51,150,10.78
White Chocolate Mocha,grande,soy,473,430,57,52,150,10.99
White Chocolate Mocha,grande,coconut,473,350,56,54,150,11.42
White Chocolate Mocha,grande,coconut,473,420,58,56,150,11.84
White Chocolate Mocha,venti,nonfat,591,440,77,74,150,12.52
White Chocolate Mocha,venti,nonfat,591,510,79,76,150,12.86
White Chocolate Mocha,venti,2% milk,591,500,76,74,150,12.52
White Chocolate Mocha,venti,2% milk,591,580,78,75,150,12.69
White Chocolate Mocha,venti,whole,591,550,76,74,150,12.52
White Chocolate Mocha,venti,whole,591,620,78,75,150,12.69
White Chocolate Mocha,venti,soy,591,460,69,64,150,10.83
White Chocolate Mocha,venti,soy,591,530,71,65,150,11.0
White Chocolate Mocha,venti,coconut,591,450,71,68,150,11.51
White Chocolate Mocha,venti,coconut,591,520,73,70,150,11.84
Iced White Chocolate Mocha,tall,nonfat,354,230,41,40,75,11.3
Iced White Chocolate Mocha,tall,nonfat,354,310,43,41,75,11.58
Iced White Chocolate Mocha,tall,2% milk,354,250,41,39,75,11.02
Iced White Chocolate Mocha,tall,2% milk,354,330,43,41,75,11.58
Iced White Chocolate Mocha,tall,whole,354,270,41,39,75,11.02
Iced White Chocolate Mocha,tall,whole,354,350,43,41,75,11.58
Iced White Chocolate Mocha,tall,soy,354,240,38,36,75,10.17
Iced White Chocolate Mocha,tall,soy,354,320,41,38,75,10.73
Iced White Chocolate Mocha,tall,coconut,354,230,39,37,75,10.45
Iced White Chocolate Mocha,tall,coconut,354,310,41,39,75,11.02
Iced White Chocolate Mocha,grande,nonfat,473,310,54,52,150,10.99
Iced White Chocolate Mocha,grande,nonfat,473,420,58,55,150,11.63
Iced White Chocolate Mocha,grande,2% milk,473,330,54,52,150,10.99
Iced White Chocolate Mocha,grande,2% milk,473,450,57,54,150,11.42
Iced White Chocolate Mocha,grande,whole,473,350,54,52,150,10.99
Iced White Chocolate Mocha,grande,whole,473,470,57,54,150,11.42
Iced White Chocolate Mocha,grande,soy,473,320,51,48,150,10.15
Iced White Chocolate Mocha,grande,soy,473,430,55,50,150,10.57
Iced White Chocolate Mocha,grande,coconut,473,310,52,49,150,10.36
Iced White Chocolate Mocha,grande,coconut,473,420,55,52,150,10.99
Iced White Chocolate Mocha,venti,nonfat,709,450,81,77,225,10.86
Iced White Chocolate Mocha,venti,nonfat,709,570,84,80,225,11.28
Iced White Chocolate Mocha,venti,2% milk,709,490,80,77,225,10.86
Iced White Chocolate Mocha,venti,2% milk,709,600,84,79,225,11.14
Iced White Chocolate Mocha,venti,whole,709,520,80,77,225,10.86
Iced White Chocolate Mocha,venti,whole,709,630,84,79,225,11.14
Iced White Chocolate Mocha,venti,soy,709,470,77,71,225,10.01
Iced White Chocolate Mocha,venti,soy,709,580,80,74,225,10.44
Iced White Chocolate Mocha,venti,coconut,709,450,77,73,225,10.3
Iced White Chocolate Mocha,venti,coconut,709,570,80,76,225,10.72
Iced Black tea,tall,none,354,60,15,15,25,4.24
Iced Black tea,grande,none,473,80,20,20,30,4.23
Iced Black tea,venti,none,709,120,30,30,45,4.23
Iced Black tea,trenta,none,887,140,35,34,55,3.83
Iced Black tea Lemonade,grande,none,473,90,24,24,25,5.07
Iced Black tea Lemonade,venti,none,591,120,32,32,30,5.41
Iced Black tea Lemonade,venti,none,709,190,48,47,45,6.63
